2.072344999999999882e+00,-3.241693000000000158e+00
1.793671000000000149e+01,1.578481000000000023e+01
1.083576000000000095e+00,7.319175999999999682e+00
1.112067000000000050e+01,1.440677999999999948e+01
2.371154999999999902e+01,2.557729000000000141e+00
2.416993000000000080e+01,3.202477999999999980e+01
2.166578000000000159e+01,4.892854999999999954e+00
4.693684000000000189e+00,1.234216999999999942e+01
1.921190999999999960e+01,-1.121366000000000085e+00
4.230391000000000012e+00,-4.441536000000000151e+00
9.127129999999999299e+00,2.360572000000000159e+01
4.075031000000000070e-01,1.529705000000000048e+01
7.314846000000000181e+00,3.309311999999999809e+00
-3.438403000000000098e+00,-1.202527000000000079e+01
1.763935000000000031e+01,-3.212345000000000006e+00
4.415291999999999994e+00,2.281555000000000177e+01
1.194121999999999950e+01,8.122486999999999568e+00
7.258531999999999762e-01,1.806818999999999953e+00
8.185273000000000465e+00,2.813260000000000005e+01
-5.773587000000000025e+00,1.024799999999999933e+00
1.876942999999999984e+01,2.416946000000000083e+01
7.752016000000000240e+00,-3.334991000000000039e+00
1.061131999999999920e+01,2.844378000000000029e+01
2.021650000000000169e+00,-4.687121999999999566e+00
5.145525000000000126e+00,1.118599999999999994e+01
6.243310000000000137e+00,1.947716000000000136e+01
-1.170670999999999928e+01,8.073185000000000500e+00
7.255977999999999817e+00,1.463704000000000072e+01
3.392373000000000083e+00,1.220712000000000019e+00
2.429990000000000094e+01,4.042887000000000342e+01
4.094005000000000116e+00,6.944695000000000285e+00
1.180358000000000018e+01,-2.445336000000000176e+00
9.228785000000000460e-02,-6.651035000000000252e+00
2.850607000000000113e+01,-9.091832999999999387e+00
2.340831000000000017e+01,7.931437999999999988e+00
1.056305000000000049e+01,1.254467999999999961e+01
2.014157000000000153e+01,1.111788999999999916e+01
-1.871264999999999956e+00,8.608850000000000335e+00
2.930236999999999981e+01,1.402176000000000045e+01
1.865382999999999925e+01,1.721671999999999869e+01
-2.972188000000000052e+00,6.370999000000000301e+00
1.032313000000000081e+01,1.211574000000000062e+01
1.690539000000000058e+01,-1.355043999999999915e+00
6.753709999999999880e+00,1.202796999999999983e+01
2.394776999999999845e+01,1.335046999999999962e+01
6.883512999999999771e+00,6.188563000000000258e+00
-1.241541999999999923e+00,1.008178999999999981e+01
2.050826999999999956e+01,-1.578869999999999996e+00
-3.756829999999999892e+00,1.608510000000000106e+00
1.791760000000000019e+01,1.309895999999999994e+01
2.002536999999999789e+00,-6.565239999999999965e-01
1.077679999999999971e+01,1.553359999999999985e+01
2.415819000000000116e+01,5.330365999999999715e+00
3.268727000000000160e-01,7.288787000000000127e+00
2.164777000000000129e+01,1.400506000000000029e+01
6.871417000000000108e+00,2.151998000000000033e+01
1.514264000000000010e+01,5.111946999999999797e+00
1.154711999999999961e+01,4.757559999999999789e+00
6.611675999999999664e-01,-1.014263000000000048e+01
-1.366530999999999985e+01,1.693902999999999892e+01
2.490936999999999912e+01,-1.082038000000000011e+01
-4.530219999999999914e+00,-6.173766999999999783e+00
3.163676999999999850e+00,8.051481000000000776e+00
1.495171999999999946e+00,-7.261600999999999750e+00
7.097636999999999752e+00,2.105751000000000150e+00
3.509482999999999908e+00,2.458486999999999867e+01
1.299878999999999962e+01,2.491247999999999863e+01
3.593823999999999907e-01,6.387914999999999566e+00
1.435429000000000066e+01,-2.252421000000000006e+00
3.831208000000000169e+00,-2.000872999999999902e+00
3.140462000000000131e+01,2.677208999999999861e+01
-5.501096999999999682e+00,1.339128000000000007e+01
-1.044759999999999911e+00,5.955898000000000359e+00
4.409012999999999849e+00,9.323681000000000552e+00
2.917200999999999933e+00,1.653998999999999953e+01
7.265953999999999802e+00,1.064794000000000018e+01
